horizon,target_window_start,target_real_flow_count,generated_flow_count,actual_flow_count,source_flow_count,predicted_packet_mean,predicted_link_bytes_mean,actual_packet_mean,actual_link_bytes_mean,generated_csv,generated_pcap
1,1499347860.0,34,17,17,17,0.18835943937301636,76.2239761352539,0.10098039358854294,6.93137264251709,<ORIGINAL_PROJECT_ROOT>/comparison_datasets/attack_types/xss/pseudo_future_cosine_stratified_v3/future_window_01_generated.csv,<ORIGINAL_PROJECT_ROOT>/comparison_datasets/attack_types/xss/pseudo_future_cosine_stratified_v3/future_window_01_generated.pcap
2,1499347920.0,34,17,17,17,0.18508891761302948,73.83203887939453,0.10098039358854294,6.93137264251709,<ORIGINAL_PROJECT_ROOT>/comparison_datasets/attack_types/xss/pseudo_future_cosine_stratified_v3/future_window_02_generated.csv,<ORIGINAL_PROJECT_ROOT>/comparison_datasets/attack_types/xss/pseudo_future_cosine_stratified_v3/future_window_02_generated.pcap
3,1499347980.0,34,17,17,17,0.18464259803295135,73.36985778808594,0.10098039358854294,6.93137264251709,<ORIGINAL_PROJECT_ROOT>/comparison_datasets/attack_types/xss/pseudo_future_cosine_stratified_v3/future_window_03_generated.csv,<ORIGINAL_PROJECT_ROOT>/comparison_datasets/attack_types/xss/pseudo_future_cosine_stratified_v3/future_window_03_generated.pcap
