配对数量,传输层协议,时间片大小（秒）,平均目标流包数,平均种子流包数,平均仿构流包数,平均目标流总帧长度（字节）,平均种子流总帧长度（字节）,平均仿构流总帧长度（字节）,平均目标流持续时间（秒）,平均仿构流持续时间（秒）,平均目标时间片数,平均仿构时间片数,平均包数序列余弦相似度,平均总帧长度序列余弦相似度,平均联合行为余弦相似度,平均逐包帧长度余弦相似度,平均逐包时间长度曲线余弦相似度,平均仿构流载荷总长度（字节）,平均载荷按种子流顺序截取比例,平均仿构特征提取时间（秒）,平均PCAP仿构时间（秒）,平均仿构阶段总时间（秒）,平均仿构阶段平均CPU占用率（%）,平均仿构阶段峰值内存（MB）,平均仿构流五元组继承种子流（1=是，0=否）,平均仿构流可重新解析（1=是，0=否）
20,UDP,1.0,2726.1,2418.6,148.45,2504952.25,2249760.75,117659.85,128.7323109149933,5.750133466720581,129.1,6.35,0.25306642461673884,0.2487725962243236,0.2518759169698372,0.678530568007436,0.8925224495129077,111424.95,1.0,0.0006959646416362375,0.15694112694473006,0.1576370915863663,99.9734523809524,505.6640625,1.0,1.0
