流数量,时间抖动最小系数,时间抖动最大系数,原始数据包数均值,还原数据包数均值,数据包数一致率,原始总帧长度均值（字节）,还原总帧长度均值（字节）,帧长度余弦相似度均值,逐包曲线余弦相似度均值,载荷完全一致比例均值,不可变首部字段一致比例均值,相对到达时间平均绝对误差均值（微秒）,相对到达时间最大误差均值（微秒）,五元组匹配率,单流还原校验通过率
20,0.995,1.005,5108.5,5108.5,1.0,4629890.5,4629890.5,1.0,0.9999999809183754,1.0,0.8674535559420644,17526.56848054435,38191.54500961304,1.0,0.75
